# NDIR Monitor — CSV Recording
# Port   : COM14
# Started: 2026-05-21T11:00:37.515Z
# RAW  fields: type,timestamp,phase,ch1_raw,ch2_raw,ch3_raw,ch1_filt,ch2_filt,ch3_filt,ema1,ema2,ema3,flag
# PROC fields: type,timestamp,gas_flag,raw_val1,raw_val2,ratio,ratio_filt,baseline,delta1,delta2,response1,response2,ema_out
RAW,2.500,0,266,265,231,266,266,207,266.00,266.00,182.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,2.625,1,266,266,180,266,266,180,266.00,266.00,182.2,0
RAW,2.750,0,266,266,156,266,266,156,266.00,266.00,175.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,2.875,1,266,266,207,266,266,180,266.00,266.00,176.7,0
RAW,3.000,0,266,266,180,266,266,180,266.00,266.00,177.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,3.125,1,266,266,151,266,266,180,266.00,266.00,178.2,0
RAW,3.250,0,267,265,211,266,266,180,266.00,266.00,178.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,3.375,1,266,265,224,266,266,207,266.00,266.00,185.7,0
RAW,3.500,0,267,266,164,266,266,180,266.00,266.00,184.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,3.625,1,266,265,182,266,265,182,266.00,265.8,183.7,0
RAW,3.750,0,266,266,220,266,265,211,266.00,265.6,190.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,3.875,1,266,266,199,266,266,199,266.00,265.7,192.7,0
RAW,4.000,0,267,265,193,266,266,193,266.00,265.8,192.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,4.125,1,266,266,212,266,266,199,266.00,265.8,194.3,0
RAW,4.250,0,266,266,198,266,266,199,266.00,265.9,195.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,4.375,1,266,265,184,266,266,198,266.00,265.9,196.1,0
RAW,4.500,0,267,265,213,266,265,198,266.00,265.7,196.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,4.625,1,265,266,222,266,266,212,266.00,265.8,200.4,0
RAW,4.750,0,266,265,182,266,265,198,266.00,265.6,199.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,4.875,1,266,266,190,266,265,190,266.00,265.4,197.4,0
RAW,5.000,0,266,266,222,266,266,213,266.00,265.6,201.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,5.125,1,266,266,198,266,266,198,266.00,265.7,200.5,0
RAW,5.250,0,266,266,194,266,266,194,266.00,265.8,198.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,5.375,1,266,266,213,266,266,198,266.00,265.8,198.6,0
RAW,5.500,0,266,266,197,266,266,198,266.00,265.9,198.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,5.625,1,266,266,183,266,266,197,266.00,265.9,198.1,0
RAW,5.750,0,266,266,214,266,266,197,266.00,265.9,197.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,5.875,1,266,266,222,266,266,213,266.00,265.9,201.6,0
RAW,6.000,0,266,266,183,266,266,197,266.00,266.00,200.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,6.125,1,266,266,192,266,266,192,266.00,266.00,198.3,0
RAW,6.250,0,266,266,222,266,266,214,266.00,266.00,202.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,6.375,1,267,266,199,266,266,199,266.00,266.00,201.4,0
RAW,6.500,0,266,266,194,266,266,194,266.00,266.00,199.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,6.625,1,267,265,212,266,266,199,266.00,266.00,199.4,0
RAW,6.750,0,266,265,198,266,266,199,266.00,266.00,199.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,6.875,1,266,266,185,266,266,198,266.00,266.00,199.00,0
RAW,7.000,0,266,266,212,266,266,198,266.00,266.00,198.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,7.125,1,266,266,222,266,266,212,266.00,266.00,202.1,0
RAW,7.250,0,266,266,185,266,266,198,266.00,266.00,201.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,7.375,1,266,265,186,266,266,186,266.00,266.00,197.3,0
RAW,7.500,0,266,265,222,266,266,212,266.00,266.00,201.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,7.625,1,266,266,201,266,266,201,266.00,266.00,201.00,0
RAW,7.750,0,266,266,187,266,266,187,266.00,266.00,197.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,7.875,1,267,265,209,266,265,201,266.00,265.7,198.4,0
RAW,8.000,0,266,266,201,266,266,201,266.00,265.8,199.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,8.125,1,266,265,187,266,266,201,266.00,265.9,199.5,0
RAW,8.250,0,266,267,210,266,266,201,266.00,265.9,199.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,8.375,1,267,267,222,266,266,209,266.00,265.9,202.2,0
RAW,8.500,0,266,266,185,266,266,201,266.00,265.9,201.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,8.625,1,266,266,180,266,266,187,266.00,266.00,198.2,0
RAW,8.750,0,267,265,222,266,266,210,266.00,266.00,201.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,8.875,1,266,266,203,266,266,203,266.00,266.00,201.6,0
RAW,9.000,0,266,266,183,266,266,185,266.00,266.00,197.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,9.125,1,266,266,208,266,266,203,266.00,266.00,198.8,0
RAW,9.250,0,266,266,203,266,266,203,266.00,266.00,199.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,9.375,1,266,266,190,266,266,203,266.00,266.00,200.7,0
RAW,9.500,0,266,266,208,266,266,203,266.00,266.00,201.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,9.625,1,266,266,221,266,266,208,266.00,266.00,202.9,0
RAW,9.750,0,266,266,191,266,266,203,266.00,266.00,202.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,9.875,1,266,265,183,266,266,191,266.00,266.00,200.00,0
RAW,10.000,0,267,266,221,266,266,208,266.00,266.00,202.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,10.125,1,266,266,214,266,266,214,266.00,266.00,205.00,0
RAW,10.250,0,266,266,182,266,266,191,266.00,266.00,201.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,10.375,1,266,266,205,266,266,205,266.00,266.00,202.4,0
RAW,10.500,0,266,266,216,266,266,214,266.00,266.00,205.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,10.625,1,266,266,195,266,266,205,266.00,266.00,205.2,0
RAW,10.750,0,266,266,204,266,266,204,266.00,266.00,204.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,10.875,1,266,266,216,266,266,205,266.00,266.00,204.9,0
RAW,11.000,0,266,266,196,266,266,204,266.00,266.00,204.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,11.125,1,266,265,185,266,266,196,266.00,266.00,202.5,0
RAW,11.250,0,266,265,215,266,266,204,266.00,266.00,202.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,11.375,1,266,266,221,266,266,215,266.00,266.00,205.9,0
RAW,11.500,0,266,266,187,266,266,196,266.00,266.00,203.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,11.625,1,265,266,195,266,266,195,266.00,266.00,201.3,0
RAW,11.750,0,266,266,222,266,266,215,266.00,266.00,204.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,11.875,1,267,266,200,266,266,200,266.00,266.00,203.6,0
RAW,12.000,0,267,266,193,266,266,195,266.00,266.00,201.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,12.125,1,266,266,212,266,266,200,266.00,266.00,201.1,0
RAW,12.250,0,266,266,201,266,266,201,266.00,266.00,201.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,12.375,1,267,265,190,267,266,200,266.3,266.00,200.8,0
RAW,12.500,0,266,266,211,266,266,201,266.2,266.00,200.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,12.625,1,266,266,221,266,266,211,266.1,266.00,203.4,0
RAW,12.750,0,266,266,191,266,266,201,266.1,266.00,202.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,12.875,1,266,266,186,266,266,191,266.1,266.00,199.8,0
RAW,13.000,0,266,266,221,266,266,211,266.1,266.00,202.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,13.125,1,267,265,212,266,266,212,266.00,266.00,205.00,0
RAW,13.250,0,266,266,185,266,266,191,266.00,266.00,201.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,13.375,1,266,265,206,266,266,206,266.00,266.00,202.6,0
RAW,13.500,0,266,266,217,266,266,212,266.00,266.00,205.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,13.625,1,266,266,198,266,266,206,266.00,266.00,205.2,0
RAW,13.750,0,266,266,205,266,266,205,266.00,266.00,205.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,13.875,1,266,266,214,266,266,206,266.00,266.00,205.4,0
RAW,14.000,0,266,266,200,266,266,205,266.00,266.00,205.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,14.125,1,266,266,188,266,266,200,266.00,266.00,204.00,0
RAW,14.250,0,266,266,213,266,266,205,266.00,266.00,204.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,14.375,1,266,265,221,266,266,213,266.00,266.00,206.4,0
RAW,14.500,0,266,266,190,266,266,200,266.00,266.00,204.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,14.625,1,267,266,187,266,266,190,266.00,266.00,201.1,0
RAW,14.750,0,266,265,221,266,266,213,266.00,266.00,204.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,14.875,1,266,266,211,266,266,211,266.00,266.00,205.8,0
RAW,15.000,0,267,265,186,266,266,190,266.00,266.00,201.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,15.125,1,266,266,207,266,266,207,266.00,266.00,203.1,0
RAW,15.250,0,266,266,214,266,266,211,266.00,266.00,205.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,15.375,1,266,266,197,266,266,207,266.00,266.00,205.6,0
RAW,15.500,0,266,266,206,266,266,206,266.00,266.00,205.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,15.625,1,266,266,215,266,266,207,266.00,266.00,206.00,0
RAW,15.750,0,266,266,198,266,266,206,266.00,266.00,206.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,15.875,1,266,266,187,266,266,198,266.00,266.00,204.00,0
RAW,16.000,0,266,266,213,266,266,206,266.00,266.00,204.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,16.125,1,267,265,221,266,266,213,266.00,266.00,206.6,0
RAW,16.250,0,266,266,190,266,266,198,266.00,266.00,204.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,16.375,1,266,266,189,266,266,190,266.00,266.00,200.9,0
RAW,16.500,0,267,265,221,266,266,213,266.00,266.00,203.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,16.625,1,266,266,209,266,266,209,266.00,266.00,205.2,0
RAW,16.750,0,266,266,186,266,266,190,266.00,266.00,201.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,16.875,1,266,266,208,266,266,208,266.00,266.00,203.00,0
RAW,17.000,0,266,266,214,266,266,209,266.00,266.00,204.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,17.125,1,266,266,197,266,266,208,266.00,266.00,205.4,0
RAW,17.250,0,266,266,206,266,266,206,266.00,266.00,205.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,17.375,1,267,265,215,266,266,208,266.00,266.00,206.2,0
RAW,17.500,0,265,266,198,266,266,206,266.00,266.00,206.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,17.625,1,266,266,187,266,266,198,266.00,266.00,204.1,0
RAW,17.750,0,266,265,214,266,266,206,266.00,266.00,204.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,17.875,1,266,266,222,266,266,214,266.00,266.00,206.9,0
RAW,18.000,0,266,265,188,266,266,198,266.00,266.00,204.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,18.125,1,266,266,190,266,266,190,266.00,266.00,201.00,0
RAW,18.250,0,266,266,222,266,266,214,266.00,266.00,204.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,18.375,1,266,266,208,266,266,208,266.00,266.00,205.2,0
RAW,18.500,0,266,265,186,266,266,190,266.00,266.00,201.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,18.625,1,266,266,208,266,266,208,266.00,266.00,203.00,0
RAW,18.750,0,267,266,212,266,266,208,266.00,266.00,204.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,18.875,1,266,266,196,266,266,208,266.00,266.00,205.2,0
RAW,19.000,0,266,266,205,266,266,205,266.00,266.00,205.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,19.125,1,266,266,216,266,266,208,266.00,266.00,205.9,0
RAW,19.250,0,266,266,199,266,266,205,266.00,266.00,205.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,19.375,1,266,266,187,266,266,199,266.00,266.00,204.00,0
RAW,19.500,0,266,266,215,266,266,205,266.00,266.00,204.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,19.625,1,266,266,222,266,266,215,266.00,266.00,206.9,0
RAW,19.750,0,266,266,188,266,266,199,266.00,266.00,204.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,19.875,1,266,266,189,266,266,189,266.00,266.00,201.00,0
RAW,20.000,0,266,266,222,266,266,215,266.00,266.00,204.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,20.125,1,266,266,208,266,266,208,266.00,266.00,205.4,0
RAW,20.250,0,266,266,187,266,266,189,266.00,266.00,201.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,20.375,1,266,266,208,266,266,208,266.00,266.00,202.9,0
RAW,20.500,0,266,266,212,266,266,208,266.00,266.00,204.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,20.625,1,266,265,196,266,266,208,266.00,266.00,205.2,0
RAW,20.750,0,266,266,207,266,266,207,266.00,266.00,205.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,20.875,1,267,265,216,266,266,208,266.00,266.00,206.2,0
RAW,21.000,0,266,266,198,266,266,207,266.00,266.00,206.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,21.125,1,266,265,186,266,265,198,266.00,265.7,204.3,0
RAW,21.250,0,266,265,215,266,265,207,266.00,265.6,205.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,21.375,1,266,266,222,266,265,215,266.00,265.4,207.5,0
RAW,21.500,0,266,266,187,266,266,198,266.00,265.6,205.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,21.625,1,266,266,191,266,266,191,266.00,265.7,201.6,0
RAW,21.750,0,266,266,222,266,266,215,266.00,265.8,204.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,21.875,1,266,266,203,266,266,203,266.00,265.8,204.5,0
RAW,22.000,0,266,266,191,266,266,191,266.00,265.9,201.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,22.125,1,267,266,210,266,266,203,266.00,265.9,201.6,0
RAW,22.250,0,266,265,203,266,266,203,266.00,265.9,201.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,22.375,1,266,266,193,266,266,203,266.00,265.9,202.2,0
RAW,22.500,0,266,266,210,266,266,203,266.00,266.00,202.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,22.625,1,266,266,220,266,266,210,266.00,266.00,204.3,0
RAW,22.750,0,266,266,195,266,266,203,266.00,266.00,204.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,22.875,1,266,266,187,266,266,195,266.00,266.00,201.7,0
RAW,23.000,0,266,266,218,266,266,210,266.00,266.00,203.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,23.125,1,266,265,219,266,266,218,266.00,266.00,207.3,0
RAW,23.250,0,266,266,187,266,266,195,266.00,266.00,204.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,23.375,1,266,265,199,266,266,199,266.00,266.00,202.9,0
RAW,23.500,0,266,266,221,266,266,218,266.00,266.00,206.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,23.625,1,267,265,201,266,265,201,266.00,265.7,205.3,0
RAW,23.750,0,266,265,196,266,265,199,266.00,265.6,203.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,23.875,1,266,266,212,266,265,201,266.00,265.4,203.00,0
RAW,24.000,0,267,265,202,266,265,202,266.00,265.3,202.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,24.125,1,266,266,192,266,265,201,266.00,265.2,202.3,0
RAW,24.250,0,266,266,212,266,266,202,266.00,265.4,202.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,24.375,1,266,265,221,266,266,212,266.00,265.6,204.7,0
RAW,24.500,0,266,266,192,266,266,202,266.00,265.7,204.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,24.625,1,266,266,186,266,266,192,266.00,265.8,201.00,0
RAW,24.750,0,266,266,221,266,266,212,266.00,265.8,203.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,24.875,1,266,266,215,266,266,215,266.00,265.9,206.6,0
RAW,25.000,0,266,267,184,266,266,192,266.00,265.9,202.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,25.125,1,266,266,206,266,266,206,266.00,265.9,203.7,0
RAW,25.250,0,266,266,217,266,266,215,266.00,265.9,206.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,25.375,1,266,266,196,266,266,206,266.00,266.00,206.4,0
RAW,25.500,0,266,266,205,266,266,205,266.00,266.00,206.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,25.625,1,266,266,214,266,266,206,266.00,266.00,206.00,0
RAW,25.750,0,266,266,199,266,266,205,266.00,266.00,205.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,25.875,1,267,266,187,266,266,199,266.00,266.00,204.1,0
RAW,26.000,0,265,266,212,266,266,205,266.00,266.00,204.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,26.125,1,266,267,222,266,266,212,266.00,266.00,206.2,0
RAW,26.250,0,266,266,186,266,266,199,266.00,266.00,204.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,26.375,1,266,266,182,266,266,187,266.00,266.00,200.1,0
RAW,26.500,0,267,266,222,266,266,212,266.00,266.00,203.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,26.625,1,266,266,211,266,266,211,266.00,266.00,205.00,0
RAW,26.750,0,266,266,178,266,266,186,266.00,266.00,200.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,26.875,1,266,266,204,266,266,204,266.00,266.00,201.2,0
RAW,27.000,0,266,266,216,266,266,211,266.00,266.00,203.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,27.125,1,266,266,194,266,266,204,266.00,266.00,203.7,0
RAW,27.250,0,266,266,204,266,266,204,266.00,266.00,203.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,27.375,1,266,266,215,266,266,204,266.00,266.00,203.9,0
RAW,27.500,0,266,266,197,266,266,204,266.00,266.00,203.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,27.625,1,266,266,183,266,266,197,266.00,266.00,202.2,0
RAW,27.750,0,266,266,214,266,266,204,266.00,266.00,202.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,27.875,1,266,266,223,266,266,214,266.00,266.00,205.5,0
RAW,28.000,0,266,266,186,266,266,197,266.00,266.00,203.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,28.125,1,265,266,185,266,266,186,266.00,266.00,199.00,0
RAW,28.250,0,266,266,223,266,266,214,266.00,266.00,202.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,28.375,1,266,266,208,266,266,208,266.00,266.00,204.1,0
RAW,28.500,0,266,266,178,266,266,186,266.00,266.00,199.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,28.625,1,266,266,202,266,266,202,266.00,266.00,200.2,0
RAW,28.750,0,266,266,212,266,266,208,266.00,266.00,202.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,28.875,1,266,266,187,266,266,202,266.00,266.00,202.1,0
RAW,29.000,0,266,266,199,266,266,199,266.00,266.00,201.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,29.125,1,267,266,214,266,266,202,266.00,266.00,201.5,0
RAW,29.250,0,266,266,195,266,266,199,266.00,266.00,200.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,29.375,1,266,266,182,266,266,195,266.00,266.00,199.4,0
RAW,29.500,0,267,265,214,266,266,199,266.00,266.00,199.3,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,29.625,1,266,266,223,266,266,214,266.00,266.00,203.00,0
RAW,29.750,0,266,265,186,266,266,195,266.00,266.00,201.00,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,29.875,1,267,265,186,266,265,186,266.00,265.7,197.2,0
RAW,30.000,0,266,266,222,266,265,214,266.00,265.6,201.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,30.125,1,266,266,205,266,266,205,266.00,265.7,202.3,0
RAW,30.250,0,266,266,187,266,266,187,266.00,265.8,198.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,30.375,1,266,266,208,266,266,205,266.00,265.8,200.1,0
RAW,30.500,0,266,266,209,266,266,208,266.00,265.9,202.1,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,30.625,1,267,266,192,266,266,205,266.00,265.9,202.8,0
RAW,30.750,0,266,265,207,266,266,207,266.00,265.9,203.9,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,30.875,1,266,266,219,266,266,208,266.00,265.9,204.9,0
RAW,31.000,0,266,266,193,266,266,207,266.00,266.00,205.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,31.125,1,266,266,182,266,266,193,266.00,266.00,202.3,0
RAW,31.250,0,266,266,217,266,266,207,266.00,266.00,203.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,31.375,1,266,266,221,266,266,217,266.00,266.00,206.9,0
RAW,31.500,0,266,266,183,266,266,193,266.00,266.00,203.4,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,31.625,1,266,266,193,266,266,193,266.00,266.00,200.8,0
RAW,31.750,0,266,266,223,266,266,217,266.00,266.00,204.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,31.875,1,266,266,201,266,266,201,266.00,266.00,203.9,0
RAW,32.000,0,266,266,189,266,266,193,266.00,266.00,201.2,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,32.125,1,266,266,210,266,266,201,266.00,266.00,201.1,0
RAW,32.250,0,266,266,203,266,266,203,266.00,266.00,201.6,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,32.375,1,266,266,191,266,266,201,266.00,266.00,201.4,0
RAW,32.500,0,266,266,209,266,266,203,266.00,266.00,201.8,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,32.625,1,266,266,220,266,266,209,266.00,266.00,203.6,0
RAW,32.750,0,266,266,192,266,266,203,266.00,266.00,203.5,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
RAW,32.875,1,266,266,184,266,266,192,266.00,266.00,200.6,0
RAW,33.000,0,267,266,218,266,266,209,266.00,266.00,202.7,0
WRN pair skip: ref_diff<REF_DIFF_MIN - lamp switching?
